f_acidente;d_tipoacidente
333138;Colisão com objeto
333139;Capotamento
333140;Colisão traseira
333144;Colisão lateral mesmo sentido
333145;Colisão traseira
333146;Colisão transversal
333147;Colisão transversal
333148;Colisão traseira
333150;Eventos atípicos
333151;Colisão traseira
333152;Colisão transversal
333153;Tombamento
333154;Colisão lateral
333155;Atropelamento de Pedestre
333156;Saída de leito carroçável
333157;Colisão lateral mesmo sentido
333158;Colisão transversal
333159;Tombamento
333160;Colisão transversal
333161;Colisão transversal
333162;Saída de leito carroçável
333163;Atropelamento de Pedestre
333165;Tombamento
333166;Saída de leito carroçável
333167;Colisão transversal
333168;Colisão lateral
333169;Colisão frontal
333170;Queda de ocupante de veículo
333171;Colisão transversal
333172;Colisão com objeto
333173;Saída de leito carroçável
333174;Colisão transversal
333175;Colisão transversal
333176;Queda de ocupante de veículo
333177;Queda de ocupante de veículo
333178;Colisão transversal
333179;Colisão transversal
333180;Engavetamento
333181;Saída de leito carroçável
333182;Colisão com objeto
333183;Colisão traseira
333184;Colisão lateral
333185;Colisão lateral
333186;Colisão lateral
333189;Colisão com objeto
333190;Colisão frontal
333191;Colisão transversal
333193;Colisão com objeto
333194;Tombamento
333197;Colisão lateral mesmo sentido
333198;Atropelamento de Pedestre
333199;Colisão traseira
333200;Colisão frontal
333201;Atropelamento de Pedestre
333203;Queda de ocupante de veículo
333204;Colisão traseira
333205;Eventos atípicos
333206;Colisão transversal
333207;Queda de ocupante de veículo
333208;Atropelamento de Pedestre
333209;Capotamento
333210;Saída de leito carroçável
333211;Saída de leito carroçável
333213;Tombamento
333214;Colisão lateral
333215;Saída de leito carroçável
333217;Colisão com objeto
333218;Colisão lateral
333220;Saída de leito carroçável
333221;Tombamento
333222;Incêndio
333223;Incêndio
333224;Queda de ocupante de veículo
333225;Saída de leito carroçável
333226;Atropelamento de Pedestre
333227;Colisão lateral
333228;Colisão traseira
333229;Colisão lateral
333230;Colisão lateral mesmo sentido
333231;Saída de leito carroçável
333232;Saída de leito carroçável
333233;Colisão traseira
333235;Colisão frontal
333236;Colisão frontal
333237;Colisão traseira
333238;Colisão traseira
333239;Saída de leito carroçável
333240;Colisão com objeto
333241;Saída de leito carroçável
333242;Capotamento
333243;Saída de leito carroçável
333244;Incêndio
333245;Colisão frontal
333246;Colisão lateral
333247;Colisão com objeto
333249;Capotamento
333250;Colisão frontal
333251;Incêndio
333252;Colisão traseira
333253;Tombamento
333254;Colisão lateral mesmo sentido
333255;Saída de leito carroçável
333256;Colisão transversal
333257;Atropelamento de Pedestre
333258;Colisão frontal
333259;Saída de leito carroçável
333260;Tombamento
333261;Saída de leito carroçável
333262;Colisão transversal
333263;Tombamento
333264;Colisão traseira
333265;Colisão traseira
333266;Colisão traseira
333268;Saída de leito carroçável
333269;Saída de leito carroçável
333270;Queda de ocupante de veículo
333271;Capotamento
333272;Colisão traseira
333275;Saída de leito carroçável
333276;Colisão frontal
333277;Colisão lateral mesmo sentido
333280;Colisão traseira
333281;Colisão traseira
333282;Saída de leito carroçável
333283;Tombamento
333284;Queda de ocupante de veículo
333285;Saída de leito carroçável
333286;Queda de ocupante de veículo
333287;Colisão transversal
333288;Colisão lateral mesmo sentido
333289;Colisão com objeto
333290;Colisão traseira
333291;Saída de leito carroçável
333292;Colisão lateral
333295;Colisão lateral
333296;Colisão com objeto
333298;Colisão lateral
333299;Incêndio
333300;Colisão traseira
333301;Colisão frontal
333302;Colisão frontal
333303;Colisão com objeto
333304;Colisão lateral
333305;Colisão traseira
333306;Saída de leito carroçável
333307;Colisão transversal
333308;Tombamento
333309;Saída de leito carroçável
333310;Colisão traseira
333311;Tombamento
333312;Atropelamento de Pedestre
333313;Colisão lateral sentido oposto
333315;Colisão transversal
333316;Tombamento
333317;Colisão traseira
333318;Colisão traseira
333319;Colisão traseira
333320;Colisão traseira
333321;Colisão transversal
333322;Colisão transversal
333323;Colisão lateral
333325;Colisão com objeto
333327;Queda de ocupante de veículo
333328;Atropelamento de Animal
333329;Colisão frontal
333330;Colisão traseira
333331;Saída de leito carroçável
333332;Saída de leito carroçável
333333;Colisão com objeto
333334;Colisão com objeto
333335;Colisão traseira
333336;Tombamento
333337;Colisão transversal
333339;Colisão lateral mesmo sentido
333340;Saída de leito carroçável
333341;Colisão frontal
333342;Saída de leito carroçável
333343;Colisão lateral
333344;Colisão frontal
333345;Colisão traseira
333346;Tombamento
333347;Colisão lateral
333348;Tombamento
333349;Colisão traseira
333350;Colisão transversal
333351;Colisão traseira
333352;Queda de ocupante de veículo
333353;Saída de leito carroçável
333354;Colisão lateral sentido oposto
333355;Saída de leito carroçável
333356;Capotamento
333358;Colisão traseira
333359;Colisão transversal
333360;Colisão lateral
333361;Saída de leito carroçável
333362;Colisão traseira
333363;Atropelamento de Pedestre
333364;Colisão com objeto
333365;Queda de ocupante de veículo
333366;Saída de leito carroçável
333368;Saída de leito carroçável
333371;Capotamento
333372;Colisão traseira
333373;Saída de leito carroçável
333374;Colisão transversal
333375;Queda de ocupante de veículo
333376;Capotamento
333377;Saída de leito carroçável
333378;Tombamento
333379;Colisão transversal
333380;Colisão transversal
333381;Colisão transversal
333382;Saída de leito carroçável
333383;Colisão transversal
333385;Colisão traseira
333386;Saída de leito carroçável
333388;Colisão transversal
333389;Colisão traseira
333390;Colisão com objeto
333391;Colisão lateral mesmo sentido
333393;Colisão transversal
333394;Saída de leito carroçável
333395;Colisão frontal
333396;Saída de leito carroçável
333397;Colisão com objeto
333398;Queda de ocupante de veículo
333400;Atropelamento de Pedestre
333402;Atropelamento de Pedestre
333403;Saída de leito carroçável
333404;Queda de ocupante de veículo
333406;Atropelamento de Pedestre
333407;Colisão lateral mesmo sentido
333408;Colisão traseira
333409;Colisão traseira
333411;Colisão frontal
333413;Colisão traseira
333415;Saída de leito carroçável
333416;Capotamento
333417;Saída de leito carroçável
333418;Colisão transversal
333419;Colisão traseira
333420;Colisão frontal
333422;Incêndio
333424;Colisão transversal
333425;Colisão transversal
333426;Colisão com objeto
333427;Atropelamento de Pedestre
333428;Tombamento
333429;Colisão traseira
333431;Colisão frontal
333432;Saída de leito carroçável
333433;Colisão traseira
333434;Colisão traseira
333435;Saída de leito carroçável
333437;Colisão frontal
333438;Saída de leito carroçável
333440;Tombamento
333442;Colisão lateral sentido oposto
333443;Colisão transversal
333444;Colisão traseira
333446;Colisão frontal
333447;Saída de leito carroçável
333448;Atropelamento de Animal
333450;Atropelamento de Animal
333451;Colisão transversal
333452;Incêndio
333453;Atropelamento de Animal
333454;Saída de leito carroçável
333455;Colisão frontal
333456;Tombamento
333457;Colisão transversal
333458;Colisão traseira
333459;Colisão traseira
333460;Colisão frontal
333461;Saída de leito carroçável
333462;Saída de leito carroçável
333463;Saída de leito carroçável
333464;Saída de leito carroçável
333465;Tombamento
333467;Saída de leito carroçável
333469;Tombamento
333470;Colisão com objeto
333471;Tombamento
333472;Saída de leito carroçável
333473;Saída de leito carroçável
333474;Saída de leito carroçável
333475;Colisão frontal
333476;Queda de ocupante de veículo
333477;Queda de ocupante de veículo
333478;Colisão frontal
333479;Colisão lateral sentido oposto
333480;Queda de ocupante de veículo
333481;Saída de leito carroçável
333483;Colisão transversal
333484;Tombamento
333486;Atropelamento de Pedestre
333487;Capotamento
333488;Queda de ocupante de veículo
333489;Capotamento
333490;Colisão lateral
333491;Saída de leito carroçável
333492;Saída de leito carroçável
333493;Saída de leito carroçável
333494;Saída de leito carroçável
333495;Queda de ocupante de veículo
333496;Colisão com objeto
333497;Saída de leito carroçável
333498;Saída de leito carroçável
333499;Incêndio
333501;Colisão com objeto
333502;Atropelamento de Animal
333503;Saída de leito carroçável
333505;Colisão com objeto
333506;Colisão transversal
333507;Atropelamento de Pedestre
333508;Colisão traseira
333509;Colisão frontal
333510;Colisão traseira
333511;Tombamento
333512;Queda de ocupante de veículo
333513;Colisão lateral mesmo sentido
333514;Saída de leito carroçável
333515;Incêndio
333516;Saída de leito carroçável
333517;Tombamento
333518;Saída de leito carroçável
333520;Colisão frontal
333521;Tombamento
333522;Tombamento
333523;Queda de ocupante de veículo
333524;Colisão lateral
333525;Colisão lateral sentido oposto
333526;Queda de ocupante de veículo
333527;Colisão traseira
333528;Tombamento
333529;Saída de leito carroçável
333530;Colisão traseira
333531;Colisão lateral
333532;Colisão traseira
333533;Colisão frontal
333534;Saída de leito carroçável
333535;Saída de leito carroçável
333536;Tombamento
333537;Colisão lateral
333538;Colisão lateral sentido oposto
333539;Colisão lateral sentido oposto
333540;Colisão traseira
333541;Tombamento
333542;Colisão transversal
333543;Queda de ocupante de veículo
333544;Saída de leito carroçável
333545;Colisão lateral
333546;Incêndio
333547;Queda de ocupante de veículo
333548;Saída de leito carroçável
333550;Colisão lateral
333551;Saída de leito carroçável
333552;Saída de leito carroçável
333553;Colisão transversal
333555;Colisão transversal
333556;Colisão traseira
333557;Saída de leito carroçável
333558;Colisão traseira
333559;Colisão com objeto
333560;Derramamento de carga
333561;Colisão transversal
333562;Colisão lateral sentido oposto
333565;Capotamento
333566;Colisão lateral mesmo sentido
333569;Colisão frontal
333572;Colisão traseira
333573;Colisão transversal
333574;Derramamento de carga
333575;Colisão lateral
333576;Colisão lateral mesmo sentido
333577;Colisão traseira
333578;Saída de leito carroçável
333579;Colisão transversal
333580;Saída de leito carroçável
333581;Queda de ocupante de veículo
333582;Colisão com objeto
333583;Colisão com objeto
333584;Saída de leito carroçável
333585;Colisão traseira
333586;Saída de leito carroçável
333587;Colisão com objeto
333588;Colisão traseira
333589;Colisão traseira
333590;Colisão transversal
333591;Colisão traseira
333592;Colisão transversal
333593;Engavetamento
333594;Colisão lateral mesmo sentido
333595;Saída de leito carroçável
333596;Colisão lateral
333597;Colisão traseira
333598;Colisão lateral mesmo sentido
333599;Tombamento
333602;Colisão traseira
333603;Tombamento
333604;Colisão frontal
333605;Colisão traseira
333606;Colisão traseira
333607;Colisão transversal
333608;Saída de leito carroçável
333609;Colisão transversal
333611;Colisão frontal
333612;Colisão com objeto
333613;Colisão transversal
333614;Saída de leito carroçável
333615;Saída de leito carroçável
333616;Colisão lateral
333617;Colisão lateral
333618;Colisão transversal
333619;Tombamento
333620;Tombamento
333621;Saída de leito carroçável
333622;Colisão transversal
333623;Atropelamento de Pedestre
333624;Tombamento
333625;Colisão traseira
333626;Tombamento
333627;Colisão com objeto
333628;Colisão lateral sentido oposto
333629;Colisão lateral
333630;Saída de leito carroçável
333632;Colisão traseira
333633;Saída de leito carroçável
333634;Incêndio
333635;Colisão lateral sentido oposto
333636;Colisão com objeto
333637;Colisão frontal
333638;Engavetamento
333639;Tombamento
333640;Colisão lateral
333641;Saída de leito carroçável
333642;Colisão lateral
333643;Saída de leito carroçável
333644;Colisão transversal
333645;Saída de leito carroçável
333646;Capotamento
333647;Colisão traseira
333649;Engavetamento
333650;Colisão lateral
333651;Saída de leito carroçável
333652;Colisão com objeto
333653;Colisão transversal
